article_id,technique,start_char,end_char,source_file
762340819,"Exaggeration,Minimisation",2377,2389,train-task2-TC.labels
762340819,Slogans,3284,3302,train-task2-TC.labels
762340819,Loaded_Language,3892,3901,train-task2-TC.labels
762340819,Loaded_Language,3934,3944,train-task2-TC.labels
762340819,"Exaggeration,Minimisation",336,346,train-task2-TC.labels
762340819,"Name_Calling,Labeling",1763,1782,train-task2-TC.labels
762340819,Loaded_Language,3568,3579,train-task2-TC.labels
762340819,Loaded_Language,3581,3588,train-task2-TC.labels
762340819,Loaded_Language,3590,3599,train-task2-TC.labels
762340819,Appeal_to_fear-prejudice,3875,3901,train-task2-TC.labels
762340819,Flag-Waving,3902,3914,train-task2-TC.labels
762340819,Loaded_Language,4639,4650,train-task2-TC.labels
762546428,Loaded_Language,371,383,train-task2-TC.labels
762546428,Loaded_Language,965,981,train-task2-TC.labels
762546428,Loaded_Language,3326,3341,train-task2-TC.labels
762546428,Loaded_Language,76,84,train-task2-TC.labels
762546428,Loaded_Language,110,122,train-task2-TC.labels
762546428,Loaded_Language,274,280,train-task2-TC.labels
762546428,Loaded_Language,1172,1180,train-task2-TC.labels
762546428,Loaded_Language,1391,1398,train-task2-TC.labels
762546428,Loaded_Language,3091,3099,train-task2-TC.labels
762546428,Loaded_Language,3238,3251,train-task2-TC.labels
762546428,Loaded_Language,3273,3284,train-task2-TC.labels
762546428,Loaded_Language,1230,1239,train-task2-TC.labels
762546428,Repetition,1284,1296,train-task2-TC.labels
762546428,Repetition,2153,2161,train-task2-TC.labels
762546428,Repetition,2420,2427,train-task2-TC.labels
762546428,Repetition,1727,1734,train-task2-TC.labels
762546428,Repetition,309,318,train-task2-TC.labels
762546428,Repetition,248,262,train-task2-TC.labels
762546428,Repetition,1301,1315,train-task2-TC.labels
762546428,Repetition,2580,2594,train-task2-TC.labels
762546428,Repetition,333,341,train-task2-TC.labels
762546428,Repetition,973,981,train-task2-TC.labels
762546428,Repetition,1158,1166,train-task2-TC.labels
762546428,Repetition,1247,1265,train-task2-TC.labels
762546428,Causal_Oversimplification,2652,2713,train-task2-TC.labels
762546428,"Exaggeration,Minimisation",2890,2943,train-task2-TC.labels
762546428,"Exaggeration,Minimisation",692,700,train-task2-TC.labels
762546428,Flag-Waving,3288,3299,train-task2-TC.labels
762546428,"Name_Calling,Labeling",185,211,train-task2-TC.labels
762956953,"Exaggeration,Minimisation",630,669,train-task2-TC.labels
763260610,Loaded_Language,970,981,train-task2-TC.labels
763260610,Loaded_Language,1284,1363,train-task2-TC.labels
763260610,"Name_Calling,Labeling",2205,2238,train-task2-TC.labels
763260610,Loaded_Language,3031,3086,train-task2-TC.labels
763260610,Loaded_Language,4166,4190,train-task2-TC.labels
763260610,Flag-Waving,4192,4309,train-task2-TC.labels
763260610,"Name_Calling,Labeling",4724,4742,train-task2-TC.labels
763260610,Loaded_Language,6409,6450,train-task2-TC.labels
763260610,Loaded_Language,9302,9329,train-task2-TC.labels
763260610,"Name_Calling,Labeling",9405,9459,train-task2-TC.labels
763260610,Loaded_Language,9460,9471,train-task2-TC.labels
763260610,Repetition,10436,10444,train-task2-TC.labels
763260610,"Whataboutism,Straw_Men,Red_Herring",14328,14403,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",2812,2868,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",3956,3996,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",4819,4851,train-task2-TC.labels
763260610,Loaded_Language,8129,8166,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",8247,8265,train-task2-TC.labels
763260610,"Name_Calling,Labeling",9160,9176,train-task2-TC.labels
763260610,Loaded_Language,10585,10616,train-task2-TC.labels
763260610,Loaded_Language,0,17,train-task2-TC.labels
763260610,"Name_Calling,Labeling",254,290,train-task2-TC.labels
763260610,"Name_Calling,Labeling",705,719,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",1053,1105,train-task2-TC.labels
763260610,Loaded_Language,1365,1375,train-task2-TC.labels
763260610,"Name_Calling,Labeling",1411,1424,train-task2-TC.labels
763260610,"Name_Calling,Labeling",1470,1483,train-task2-TC.labels
763260610,Loaded_Language,1516,1529,train-task2-TC.labels
763260610,Loaded_Language,1593,1619,train-task2-TC.labels
763260610,Appeal_to_fear-prejudice,1621,1675,train-task2-TC.labels
763260610,Loaded_Language,2132,2150,train-task2-TC.labels
763260610,Loaded_Language,2311,2359,train-task2-TC.labels
763260610,Loaded_Language,2430,2443,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",3559,3589,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",3782,3801,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",3911,3931,train-task2-TC.labels
763260610,Loaded_Language,4015,4037,train-task2-TC.labels
763260610,"Name_Calling,Labeling",4369,4390,train-task2-TC.labels
763260610,"Name_Calling,Labeling",3134,3156,train-task2-TC.labels
763260610,Loaded_Language,4500,4518,train-task2-TC.labels
763260610,"Name_Calling,Labeling",4639,4664,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",5066,5120,train-task2-TC.labels
763260610,Loaded_Language,5391,5423,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",5495,5554,train-task2-TC.labels
763260610,Loaded_Language,5881,5892,train-task2-TC.labels
763260610,Loaded_Language,6160,6182,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",6230,6271,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",6660,6740,train-task2-TC.labels
763260610,"Name_Calling,Labeling",6845,6907,train-task2-TC.labels
763260610,Loaded_Language,7459,7495,train-task2-TC.labels
763260610,"Name_Calling,Labeling",7661,7680,train-task2-TC.labels
763260610,"Name_Calling,Labeling",7606,7639,train-task2-TC.labels
763260610,Loaded_Language,7890,7931,train-task2-TC.labels
763260610,Loaded_Language,8032,8048,train-task2-TC.labels
763260610,Loaded_Language,8777,8790,train-task2-TC.labels
763260610,Loaded_Language,8957,8999,train-task2-TC.labels
763260610,"Name_Calling,Labeling",8957,8978,train-task2-TC.labels
763260610,Loaded_Language,9186,9203,train-task2-TC.labels
763260610,Loaded_Language,9362,9378,train-task2-TC.labels
763260610,Loaded_Language,9689,9714,train-task2-TC.labels
763260610,Loaded_Language,9818,9846,train-task2-TC.labels
763260610,Loaded_Language,9916,9946,train-task2-TC.labels
763260610,Loaded_Language,9967,10009,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",10201,10274,train-task2-TC.labels
763260610,Loaded_Language,10457,10469,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",10568,10629,train-task2-TC.labels
763260610,"Whataboutism,Straw_Men,Red_Herring",11055,11168,train-task2-TC.labels
763260610,Loaded_Language,11280,11303,train-task2-TC.labels
763260610,"Exaggeration,Minimisation",12230,12261,train-task2-TC.labels
763260610,Loaded_Language,12529,12547,train-task2-TC.labels
763260610,Repetition,13164,13180,train-task2-TC.labels
763260610,Loaded_Language,13644,13675,train-task2-TC.labels
763260610,"Whataboutism,Straw_Men,Red_Herring",13771,13837,train-task2-TC.labels
763260610,Loaded_Language,14075,14095,train-task2-TC.labels
763260610,Loaded_Language,14289,14314,train-task2-TC.labels
763260610,Loaded_Language,14424,14441,train-task2-TC.labels
763260610,Appeal_to_Authority,3811,3868,train-task2-TC.labels
763260610,Repetition,10177,10186,train-task2-TC.labels
763440871,Loaded_Language,843,866,train-task2-TC.labels
763440871,Loaded_Language,45,60,train-task2-TC.labels
763440871,Loaded_Language,1705,1713,train-task2-TC.labels
763440871,Loaded_Language,1719,1727,train-task2-TC.labels
763440871,Loaded_Language,1859,1868,train-task2-TC.labels
763440871,Loaded_Language,727,734,train-task2-TC.labels
763440871,Loaded_Language,1371,1381,train-task2-TC.labels
763440871,Repetition,478,493,train-task2-TC.labels
763440871,Repetition,934,942,train-task2-TC.labels
763440871,Repetition,1536,1545,train-task2-TC.labels
763440871,Repetition,3309,3317,train-task2-TC.labels
763440871,Repetition,3339,3347,train-task2-TC.labels
763440871,Black-and-White_Fallacy,3228,3359,train-task2-TC.labels
763440871,"Name_Calling,Labeling",1825,1853,train-task2-TC.labels
763440871,Slogans,3254,3287,train-task2-TC.labels
763440871,"Exaggeration,Minimisation",980,988,train-task2-TC.labels
763440871,"Exaggeration,Minimisation",2472,2491,train-task2-TC.labels
763761219,Flag-Waving,1875,1890,train-task2-TC.labels
763761219,Slogans,116,140,train-task2-TC.labels
763761219,Repetition,1452,1465,train-task2-TC.labels
763761219,Repetition,1645,1658,train-task2-TC.labels
763761219,Flag-Waving,2295,2306,train-task2-TC.labels
764518567,Repetition,6123,6139,train-task2-TC.labels
764518567,Repetition,6460,6476,train-task2-TC.labels
764518567,Repetition,6669,6685,train-task2-TC.labels
764518567,Repetition,6919,6935,train-task2-TC.labels
764518567,Loaded_Language,1113,1133,train-task2-TC.labels
764518567,Repetition,5809,5826,train-task2-TC.labels
764518567,Loaded_Language,7942,7961,train-task2-TC.labels
764518567,Loaded_Language,2954,2972,train-task2-TC.labels
764518567,Repetition,5832,5850,train-task2-TC.labels
764518567,Loaded_Language,1924,1933,train-task2-TC.labels
764518567,Doubt,2303,2349,train-task2-TC.labels
764518567,Loaded_Language,5191,5208,train-task2-TC.labels
764518567,Repetition,5887,5903,train-task2-TC.labels
764518567,Doubt,8001,8054,train-task2-TC.labels
764518567,"Exaggeration,Minimisation",9804,9833,train-task2-TC.labels
764518567,Loaded_Language,11690,11756,train-task2-TC.labels
764518567,Loaded_Language,1258,1266,train-task2-TC.labels
764518567,Loaded_Language,2316,2331,train-task2-TC.labels
764518567,Loaded_Language,4804,4852,train-task2-TC.labels
764518567,Repetition,6093,6111,train-task2-TC.labels
764518567,Loaded_Language,8365,8402,train-task2-TC.labels
764518567,Repetition,9264,9272,train-task2-TC.labels
764518567,Doubt,10680,10702,train-task2-TC.labels
764609985,Loaded_Language,7112,7118,train-task2-TC.labels
764609985,"Name_Calling,Labeling",7224,7235,train-task2-TC.labels
764609985,Flag-Waving,675,694,train-task2-TC.labels
764609985,Doubt,6332,6366,train-task2-TC.labels
764609985,Loaded_Language,5497,5509,train-task2-TC.labels
764609985,Loaded_Language,5513,5522,train-task2-TC.labels
764609985,Loaded_Language,8747,8765,train-task2-TC.labels
764609985,Loaded_Language,10403,10413,train-task2-TC.labels
764609985,Loaded_Language,288,296,train-task2-TC.labels
764609985,Loaded_Language,500,507,train-task2-TC.labels
764609985,Loaded_Language,1681,1685,train-task2-TC.labels
764609985,Loaded_Language,2352,2362,train-task2-TC.labels
764609985,Loaded_Language,2463,2471,train-task2-TC.labels
764609985,Doubt,2550,2764,train-task2-TC.labels
764609985,Loaded_Language,2992,3003,train-task2-TC.labels
764609985,Loaded_Language,3574,3578,train-task2-TC.labels
764609985,Loaded_Language,3701,3707,train-task2-TC.labels
764609985,Loaded_Language,4675,4681,train-task2-TC.labels
764609985,Loaded_Language,4924,4933,train-task2-TC.labels
764609985,Doubt,5891,6090,train-task2-TC.labels
764609985,Doubt,5496,5541,train-task2-TC.labels
764609985,Loaded_Language,8497,8514,train-task2-TC.labels
764609985,Appeal_to_Authority,10188,10225,train-task2-TC.labels
764609985,Loaded_Language,7247,7251,train-task2-TC.labels
764609985,Repetition,8701,8718,train-task2-TC.labels
764609985,Loaded_Language,11038,11048,train-task2-TC.labels
764664283,Loaded_Language,3743,3755,train-task2-TC.labels
764664283,Loaded_Language,3925,3946,train-task2-TC.labels
764664283,Loaded_Language,5615,5622,train-task2-TC.labels
764664283,Loaded_Language,6383,6393,train-task2-TC.labels
764664283,Loaded_Language,7391,7405,train-task2-TC.labels
764664283,Loaded_Language,1394,1405,train-task2-TC.labels
764664283,Loaded_Language,3760,3770,train-task2-TC.labels
764664283,Loaded_Language,7045,7053,train-task2-TC.labels
764664283,Loaded_Language,7236,7278,train-task2-TC.labels
764664283,Loaded_Language,7255,7278,train-task2-TC.labels
764664283,Loaded_Language,451,476,train-task2-TC.labels
764664283,Loaded_Language,1184,1205,train-task2-TC.labels
764664283,Loaded_Language,4110,4131,train-task2-TC.labels
764664283,Loaded_Language,5538,5571,train-task2-TC.labels
764664283,Loaded_Language,5580,5596,train-task2-TC.labels
764664283,Loaded_Language,6058,6108,train-task2-TC.labels
764664283,Loaded_Language,7568,7635,train-task2-TC.labels
764664283,Causal_Oversimplification,125,303,train-task2-TC.labels
764664283,Causal_Oversimplification,7720,7854,train-task2-TC.labels
764664283,Causal_Oversimplification,2529,2664,train-task2-TC.labels
764664283,"Name_Calling,Labeling",0,34,train-task2-TC.labels
764664283,"Name_Calling,Labeling",3496,3521,train-task2-TC.labels
764664283,"Name_Calling,Labeling",7337,7367,train-task2-TC.labels
764664283,"Name_Calling,Labeling",1364,1383,train-task2-TC.labels
764664283,"Name_Calling,Labeling",468,476,train-task2-TC.labels
764664283,Appeal_to_fear-prejudice,463,476,train-task2-TC.labels
764664283,Appeal_to_fear-prejudice,1546,1577,train-task2-TC.labels
764664283,Appeal_to_fear-prejudice,5196,5228,train-task2-TC.labels
764664283,"Exaggeration,Minimisation",1092,1128,train-task2-TC.labels
764664283,"Exaggeration,Minimisation",2413,2426,train-task2-TC.labels
764664283,"Exaggeration,Minimisation",2250,2287,train-task2-TC.labels
764664283,"Exaggeration,Minimisation",4063,4098,train-task2-TC.labels
764664283,"Exaggeration,Minimisation",5611,5631,train-task2-TC.labels
764664283,"Exaggeration,Minimisation",5776,5806,train-task2-TC.labels
764664283,Black-and-White_Fallacy,2529,2664,train-task2-TC.labels
764664283,Black-and-White_Fallacy,5285,5372,train-task2-TC.labels
764664283,Repetition,5502,5537,train-task2-TC.labels
764664283,Doubt,5538,5571,train-task2-TC.labels
764664283,Doubt,6960,7008,train-task2-TC.labels
764664283,Doubt,1636,1722,train-task2-TC.labels
764664283,Doubt,2666,2747,train-task2-TC.labels
764664283,Doubt,2749,2895,train-task2-TC.labels
764664283,Doubt,3624,3714,train-task2-TC.labels
764664283,Doubt,591,698,train-task2-TC.labels
764664283,Doubt,872,960,train-task2-TC.labels
764664283,Doubt,2150,2287,train-task2-TC.labels
764664283,Doubt,4314,4389,train-task2-TC.labels
764664283,Doubt,7229,7292,train-task2-TC.labels
764664283,Doubt,1481,1634,train-task2-TC.labels
764664283,Doubt,1928,1964,train-task2-TC.labels
764664283,Doubt,5676,5823,train-task2-TC.labels
764664283,"Whataboutism,Straw_Men,Red_Herring",3535,3591,train-task2-TC.labels
764664283,"Bandwagon,Reductio_ad_hitlerum",5825,5894,train-task2-TC.labels
764715911,Loaded_Language,4380,4391,train-task2-TC.labels
764715911,Repetition,4015,4028,train-task2-TC.labels
764715911,Black-and-White_Fallacy,2859,2916,train-task2-TC.labels
764715911,Flag-Waving,132,142,train-task2-TC.labels
764715911,Black-and-White_Fallacy,254,348,train-task2-TC.labels
764715911,Doubt,937,1001,train-task2-TC.labels
764715911,Black-and-White_Fallacy,1667,1713,train-task2-TC.labels
764715911,Repetition,3722,3734,train-task2-TC.labels
764715911,Black-and-White_Fallacy,6379,6427,train-task2-TC.labels
764715911,Loaded_Language,6958,6981,train-task2-TC.labels
764715911,Loaded_Language,6832,6852,train-task2-TC.labels
764715911,"Whataboutism,Straw_Men,Red_Herring",7265,7459,train-task2-TC.labels
764715911,Causal_Oversimplification,7652,7700,train-task2-TC.labels
764715911,Flag-Waving,272,285,train-task2-TC.labels
764715911,"Name_Calling,Labeling",573,584,train-task2-TC.labels
764715911,Loaded_Language,1728,1734,train-task2-TC.labels
764715911,Flag-Waving,2558,2561,train-task2-TC.labels
764715911,Repetition,5779,5788,train-task2-TC.labels
764715911,Flag-Waving,6646,6649,train-task2-TC.labels
764715911,Doubt,7479,7513,train-task2-TC.labels
764715911,Doubt,7514,7597,train-task2-TC.labels
765029945,Loaded_Language,1412,1423,train-task2-TC.labels
765029945,Appeal_to_fear-prejudice,1618,1642,train-task2-TC.labels
765029945,"Bandwagon,Reductio_ad_hitlerum",334,400,train-task2-TC.labels
765029945,"Bandwagon,Reductio_ad_hitlerum",424,470,train-task2-TC.labels
765029945,Appeal_to_fear-prejudice,677,687,train-task2-TC.labels
765029945,Loaded_Language,746,765,train-task2-TC.labels
765029945,Black-and-White_Fallacy,251,329,train-task2-TC.labels
765029945,Appeal_to_fear-prejudice,1114,1129,train-task2-TC.labels
765029945,Appeal_to_fear-prejudice,1326,1339,train-task2-TC.labels
765029945,Causal_Oversimplification,1502,1561,train-task2-TC.labels
765029945,"Exaggeration,Minimisation",1643,1650,train-task2-TC.labels
765029945,Loaded_Language,1590,1603,train-task2-TC.labels
765029945,"Name_Calling,Labeling",256,265,train-task2-TC.labels
765029945,Repetition,873,877,train-task2-TC.labels
765029945,Repetition,951,955,train-task2-TC.labels
765029945,Repetition,1043,1047,train-task2-TC.labels
765029945,Repetition,1375,1379,train-task2-TC.labels
765197039,Loaded_Language,2154,2185,train-task2-TC.labels
765197039,Loaded_Language,4397,4404,train-task2-TC.labels
765197039,Loaded_Language,907,911,train-task2-TC.labels
765197039,Loaded_Language,3370,3381,train-task2-TC.labels
765197039,Loaded_Language,3835,3855,train-task2-TC.labels
765197039,Loaded_Language,3846,3855,train-task2-TC.labels
765197039,Loaded_Language,4223,4259,train-task2-TC.labels
765197039,Loaded_Language,403,435,train-task2-TC.labels
765197039,Loaded_Language,3004,3031,train-task2-TC.labels
765197039,Loaded_Language,3897,3904,train-task2-TC.labels
765197039,"Name_Calling,Labeling",4290,4351,train-task2-TC.labels
765197039,"Name_Calling,Labeling",4750,4789,train-task2-TC.labels
765197039,"Name_Calling,Labeling",446,469,train-task2-TC.labels
765197039,"Name_Calling,Labeling",1245,1252,train-task2-TC.labels
765197039,"Name_Calling,Labeling",1338,1352,train-task2-TC.labels
765197039,"Name_Calling,Labeling",2270,2282,train-task2-TC.labels
765197039,"Name_Calling,Labeling",3019,3031,train-task2-TC.labels
765197039,"Name_Calling,Labeling",3208,3230,train-task2-TC.labels
765197039,"Name_Calling,Labeling",3385,3397,train-task2-TC.labels
765197039,"Name_Calling,Labeling",3725,3740,train-task2-TC.labels
765197039,"Name_Calling,Labeling",3909,3929,train-task2-TC.labels
765197039,Appeal_to_fear-prejudice,568,904,train-task2-TC.labels
765197039,Appeal_to_fear-prejudice,3007,3031,train-task2-TC.labels
765197039,Appeal_to_fear-prejudice,1961,2088,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",615,658,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",2609,2629,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",2777,2796,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",4243,4259,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",4310,4351,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",235,256,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",1004,1048,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",1114,1143,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",2306,2342,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",2444,2505,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",4353,4404,train-task2-TC.labels
765197039,"Exaggeration,Minimisation",4572,4603,train-task2-TC.labels
765197039,Repetition,1033,1048,train-task2-TC.labels
765197039,Repetition,2306,2343,train-task2-TC.labels
765197039,Repetition,2444,2459,train-task2-TC.labels
765197039,Repetition,4588,4603,train-task2-TC.labels
765197039,Repetition,698,717,train-task2-TC.labels
765197039,Repetition,3921,3929,train-task2-TC.labels
765197039,Doubt,187,289,train-task2-TC.labels
765197039,Doubt,1058,1143,train-task2-TC.labels
765197039,Doubt,2091,2505,train-task2-TC.labels
765197039,Doubt,4726,4789,train-task2-TC.labels
765197039,Thought-terminating_Cliches,330,368,train-task2-TC.labels
765197039,Appeal_to_Authority,2507,2591,train-task2-TC.labels
765197039,Appeal_to_Authority,2631,2879,train-task2-TC.labels
765197039,Appeal_to_Authority,2881,2962,train-task2-TC.labels
765197039,Appeal_to_Authority,3299,4011,train-task2-TC.labels
765197039,Appeal_to_Authority,4094,4541,train-task2-TC.labels
765197039,Causal_Oversimplification,3489,3644,train-task2-TC.labels
765197039,"Whataboutism,Straw_Men,Red_Herring",4605,4724,train-task2-TC.labels
765385479,Appeal_to_fear-prejudice,16,85,train-task2-TC.labels
765385479,Loaded_Language,522,537,train-task2-TC.labels
765385479,Loaded_Language,982,1059,train-task2-TC.labels
765385479,"Name_Calling,Labeling",2100,2117,train-task2-TC.labels
765385479,Loaded_Language,2422,2440,train-task2-TC.labels
765385479,Loaded_Language,2690,2722,train-task2-TC.labels
765385479,Loaded_Language,3435,3495,train-task2-TC.labels
765385479,"Name_Calling,Labeling",3790,3820,train-task2-TC.labels
765385479,"Name_Calling,Labeling",3827,3886,train-task2-TC.labels
765385479,Loaded_Language,4225,4243,train-task2-TC.labels
765385479,"Name_Calling,Labeling",4246,4270,train-task2-TC.labels
765385479,"Name_Calling,Labeling",5347,5383,train-task2-TC.labels
765385479,Loaded_Language,5932,5950,train-task2-TC.labels
765385479,Loaded_Language,6924,6977,train-task2-TC.labels
765385479,"Name_Calling,Labeling",7005,7052,train-task2-TC.labels
765385479,Loaded_Language,9479,9499,train-task2-TC.labels
765385479,Loaded_Language,4441,4461,train-task2-TC.labels
765385479,Loaded_Language,6478,6496,train-task2-TC.labels
765385479,Loaded_Language,6559,6573,train-task2-TC.labels
765385479,"Name_Calling,Labeling",6930,6943,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",8431,8458,train-task2-TC.labels
765385479,Appeal_to_fear-prejudice,206,375,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",564,630,train-task2-TC.labels
765385479,"Name_Calling,Labeling",917,965,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",982,1031,train-task2-TC.labels
765385479,Loaded_Language,1081,1086,train-task2-TC.labels
765385479,Loaded_Language,1630,1651,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",1759,1848,train-task2-TC.labels
765385479,Loaded_Language,1889,1903,train-task2-TC.labels
765385479,"Name_Calling,Labeling",1905,1923,train-task2-TC.labels
765385479,Loaded_Language,2321,2341,train-task2-TC.labels
765385479,"Name_Calling,Labeling",2346,2374,train-task2-TC.labels
765385479,"Name_Calling,Labeling",2497,2578,train-task2-TC.labels
765385479,Doubt,2611,2658,train-task2-TC.labels
765385479,Loaded_Language,2756,2777,train-task2-TC.labels
765385479,"Name_Calling,Labeling",2815,2861,train-task2-TC.labels
765385479,Doubt,2779,2972,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",3279,3305,train-task2-TC.labels
765385479,"Name_Calling,Labeling",3522,3544,train-task2-TC.labels
765385479,Loaded_Language,3725,3748,train-task2-TC.labels
765385479,Flag-Waving,3750,3771,train-task2-TC.labels
765385479,Doubt,3889,3968,train-task2-TC.labels
765385479,Loaded_Language,3951,3968,train-task2-TC.labels
765385479,Loaded_Language,4028,4046,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",4272,4286,train-task2-TC.labels
765385479,"Name_Calling,Labeling",4322,4338,train-task2-TC.labels
765385479,"Whataboutism,Straw_Men,Red_Herring",4354,4394,train-task2-TC.labels
765385479,Loaded_Language,4396,4416,train-task2-TC.labels
765385479,Loaded_Language,4486,4529,train-task2-TC.labels
765385479,"Whataboutism,Straw_Men,Red_Herring",4476,4585,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",4809,4869,train-task2-TC.labels
765385479,Loaded_Language,5144,5164,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",5171,5201,train-task2-TC.labels
765385479,Loaded_Language,5316,5335,train-task2-TC.labels
765385479,Loaded_Language,5743,5762,train-task2-TC.labels
765385479,Loaded_Language,6160,6180,train-task2-TC.labels
765385479,Loaded_Language,6205,6225,train-task2-TC.labels
765385479,Loaded_Language,6286,6335,train-task2-TC.labels
765385479,Causal_Oversimplification,6337,6442,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",6686,6700,train-task2-TC.labels
765385479,"Name_Calling,Labeling",6818,6840,train-task2-TC.labels
765385479,"Name_Calling,Labeling",6900,6922,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",7352,7484,train-task2-TC.labels
765385479,Loaded_Language,7498,7590,train-task2-TC.labels
765385479,Loaded_Language,7634,7678,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",7610,7625,train-task2-TC.labels
765385479,Loaded_Language,7793,7836,train-task2-TC.labels
765385479,Loaded_Language,7857,7953,train-task2-TC.labels
765385479,"Whataboutism,Straw_Men,Red_Herring",7853,8050,train-task2-TC.labels
765385479,Loaded_Language,8233,8248,train-task2-TC.labels
765385479,Loaded_Language,8277,8307,train-task2-TC.labels
765385479,Flag-Waving,341,370,train-task2-TC.labels
765385479,Repetition,9397,9418,train-task2-TC.labels
765385479,"Name_Calling,Labeling",9784,9804,train-task2-TC.labels
765385479,Doubt,9119,9372,train-task2-TC.labels
765385479,Appeal_to_fear-prejudice,10444,10686,train-task2-TC.labels
765385479,Flag-Waving,10562,10602,train-task2-TC.labels
765385479,"Exaggeration,Minimisation",10636,10686,train-task2-TC.labels
765385479,Loaded_Language,564,592,train-task2-TC.labels
765385479,"Bandwagon,Reductio_ad_hitlerum",2120,2210,train-task2-TC.labels
765385479,Loaded_Language,4265,4270,train-task2-TC.labels
765385479,Loaded_Language,9856,9902,train-task2-TC.labels
765913191,Loaded_Language,361,370,train-task2-TC.labels
765913191,Repetition,3844,3864,train-task2-TC.labels
765913191,Slogans,5077,5119,train-task2-TC.labels
765913191,Flag-Waving,6575,6584,train-task2-TC.labels
765913191,Loaded_Language,4502,4536,train-task2-TC.labels
765913191,Slogans,601,612,train-task2-TC.labels
765913191,Black-and-White_Fallacy,255,347,train-task2-TC.labels
765913191,Loaded_Language,710,722,train-task2-TC.labels
765913191,Black-and-White_Fallacy,3587,3621,train-task2-TC.labels
765913191,"Name_Calling,Labeling",4244,4252,train-task2-TC.labels
765913191,Black-and-White_Fallacy,5827,5905,train-task2-TC.labels
765913191,Repetition,6357,6376,train-task2-TC.labels
765913191,Repetition,6957,6974,train-task2-TC.labels
765913191,"Exaggeration,Minimisation",6999,7038,train-task2-TC.labels
765913191,Black-and-White_Fallacy,6739,6882,train-task2-TC.labels
765913191,Repetition,777,787,train-task2-TC.labels
765913191,Repetition,3422,3432,train-task2-TC.labels
765913191,Repetition,6979,6989,train-task2-TC.labels
765913191,Doubt,1461,1513,train-task2-TC.labels
765913191,Repetition,3730,3750,train-task2-TC.labels
765913191,Repetition,4891,4911,train-task2-TC.labels
765913191,Flag-Waving,5596,5599,train-task2-TC.labels
765913191,Flag-Waving,5800,5803,train-task2-TC.labels
765913191,Flag-Waving,6527,6530,train-task2-TC.labels
765953146,Loaded_Language,2168,2186,train-task2-TC.labels
765953146,Loaded_Language,787,816,train-task2-TC.labels
765953146,Repetition,982,1011,train-task2-TC.labels
765953146,Loaded_Language,1099,1110,train-task2-TC.labels
765953146,Loaded_Language,2193,2209,train-task2-TC.labels
765953146,Loaded_Language,5320,5335,train-task2-TC.labels
765953146,Repetition,2497,2507,train-task2-TC.labels
765982381,Loaded_Language,2063,2106,train-task2-TC.labels
765982381,Loaded_Language,3369,3469,train-task2-TC.labels
765982381,Slogans,6856,6882,train-task2-TC.labels
765982381,"Bandwagon,Reductio_ad_hitlerum",2851,2932,train-task2-TC.labels
765982381,Doubt,4183,4248,train-task2-TC.labels
765982381,"Name_Calling,Labeling",4494,4523,train-task2-TC.labels
765982381,"Name_Calling,Labeling",5207,5240,train-task2-TC.labels
765982381,Loaded_Language,5379,5391,train-task2-TC.labels
765982381,"Name_Calling,Labeling",398,410,train-task2-TC.labels
765982381,"Exaggeration,Minimisation",416,448,train-task2-TC.labels
765982381,Repetition,955,963,train-task2-TC.labels
765982381,Loaded_Language,1025,1044,train-task2-TC.labels
